鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,24.05,其他,Unnamed: 5,Unnamed: 6,1120511,土地2建物1車位1,十一層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,Unnamed: 14,153.94,3,1,2,有,無,15190000,115127,坡道平面,34.42,1430000,Unnamed: 26,RPPNMLPKNHIGFCJ38CB,星都?C區,3D棟11F號,Unnamed: 30,來源資料夾,新埔鎮,房地(土地+建物),新竹縣新埔鎮壹山街50號,312.86,Unnamed: 4,鄉村區,國土保安用地,1120813,土地2建物1車位0,全,4,透天厝,住家用,278.29,4.1,4.2,39890000,143340,Unnamed: 23,0.0,0,RPVNMLNKQHIGFBJ98CB,壹山2K,K棟5號,187.52,乙種建築用地,1121112,287.1,39970000,139220,RPUNMLNKJIIGFBJ28CB,壹山2D,D棟1號
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.06,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.45,3.0,2.0,2.0,有,無,17980000.0,132072.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.73。,RPWQMLPKMHIGFCJ66CB,宏道新竹帝寶8區3號,H2棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,94.89,,山坡地保育區,丙種建築用地,1120408.0,土地8建物1車位2,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,281.7,4.0,2.0,3.0,有,無,38110000.0,142109.0,坡道平面,35.34,3100000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之38.96。,RPXQMLPKMHIGFCJ76CB,宏道新竹帝寶8區3號,I2棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.06,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.45,3.0,2.0,2.0,有,無,17490000.0,128146.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.73。,RPORMLPKMHIGFCJ58CB,宏道新竹帝寶8區3號,H2棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.59,,山坡地保育區,丙種建築用地,1120327.0,土地8建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.38,3.0,2.0,2.0,有,無,19260000.0,137985.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.5。,RPPRMLPKMHIGFCJ68CB,宏道新竹帝寶8區3號,C3棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,94.89,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位2,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,281.7,4.0,2.0,2.0,有,無,33390000.0,123153.0,坡道平面,35.34,3050000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之38.96。,RPQRMLPKMHIGFCJ78CB,宏道新竹帝寶8區3號,E2棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,39.56,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.38,3.0,2.0,2.0,有,無,16410000.0,144679.0,坡道平面,17.67,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之16.24。,RPRRMLPKMHIGFCJ88CB,宏道新竹帝寶8區3號,H1棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,39.56,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.38,3.0,2.0,2.0,有,無,16540000.0,146432.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之16.24。,RPSRMLPKMHIGFCJ98CB,宏道新竹帝寶8區3號,H1棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,36.34,,山坡地保育區,丙種建築用地,1120328.0,土地8建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.98,2.0,2.0,2.0,有,無,15030000.0,143993.0,坡道平面,17.67,1450000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之14.91。,RPTRMLPKMHIGFCJ09CB,宏道新竹帝寶8區3號,H5棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.06,,山坡地保育區,丙種建築用地,1120325.0,土地8建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.45,3.0,2.0,2.0,有,無,17010000.0,123898.0,坡道平面,17.67,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.73。,RPURMLPKMHIGFCJ56CB,宏道新竹帝寶8區3號,H2棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,36.34,,山坡地保育區,丙種建築用地,1120331.0,土地8建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.98,2.0,2.0,2.0,有,無,15110000.0,143781.0,坡道平面,17.67,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之14.91。,RPVRMLPKMHIGFCJ66CB,宏道新竹帝寶8區3號,H5棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.17,,山坡地保育區,丙種建築用地,1120331.0,土地8建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.76,3.0,2.0,2.0,有,無,17140000.0,124630.0,坡道平面,17.67,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.78。,RPWRMLPKMHIGFCJ76CB,宏道新竹帝寶8區3號,H3棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.59,,山坡地保育區,丙種建築用地,1120406.0,土地8建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.38,3.0,2.0,2.0,有,無,18070000.0,129127.0,坡道平面,17.67,1450000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.35。,RPXRMLPKMHIGFCJ86CB,宏道新竹帝寶8區3號,A3棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.17,,山坡地保育區,丙種建築用地,1120401.0,土地8建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.76,3.0,2.0,2.0,有,無,18040000.0,132225.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.78。,RPOSMLPKMHIGFCJ68CB,宏道新竹帝寶8區3號,H3棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.17,,山坡地保育區,丙種建築用地,1120331.0,土地8建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.76,3.0,2.0,2.0,有,無,17030000.0,123751.0,坡道平面,17.67,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.78。,RPPSMLPKMHIGFCJ78CB,宏道新竹帝寶8區3號,H3棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,48.17,,山坡地保育區,丙種建築用地,1120326.0,土地8建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.76,3.0,2.0,2.0,有,無,17680000.0,129347.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.37。,RPQSMLPKMHIGFCJ88CB,宏道新竹帝寶8區3號,H3棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,47.8,,山坡地保育區,丙種建築用地,1120408.0,土地7建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.36,3.0,2.0,2.0,有,無,17720000.0,129958.0,坡道平面,17.55,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.21。,RPRSMLPKMHIGFCJ98CB,宏道新竹帝寶8區1號,M2棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉明湖路,33.46,住,,,1120322.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,144.3,3.0,2.0,2.0,有,無,14200000.0,116258.0,坡道平面,34.63,1450000.0,,RPSSMLPKMHIGFCJ09CB,豐韻,A1棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉明湖路,34.25,住,,,1120325.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.0,3.0,2.0,2.0,有,無,15680000.0,126190.0,坡道平面,34.63,1500000.0,,RPTSMLPKMHIGFCJ56CB,豐韻,A5棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,33.52,住,,,1120325.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.2,3.0,2.0,2.0,有,無,15020000.0,119484.0,坡道平面,34.21,1400000.0,,RPUSMLPKMHIGFCJ66CB,吉韻,B5棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉明湖路,32.69,住,,,1120331.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.93,3.0,2.0,2.0,有,無,14880000.0,123330.0,坡道平面,34.63,1400000.0,,RPVSMLPKMHIGFCJ76CB,豐韻,B7棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,36.34,住,,,1120409.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,158.88,3.0,2.0,2.0,有,無,16880000.0,124168.0,坡道平面,34.21,1400000.0,,RPWSMLPKMHIGFCJ86CB,吉韻,A3棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,41.34,住,,,1120409.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,175.94,3.0,2.0,2.0,有,無,18050000.0,117477.0,坡道平面,34.21,1400000.0,,RPXSMLPKMHIGFCJ96CB,吉韻,A5棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,36.34,住,,,1120410.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,157.78,3.0,2.0,2.0,有,無,15780000.0,116371.0,坡道平面,34.21,1400000.0,,RPOTMLPKMHIGFCJ78CB,吉韻,B1棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉明湖路,32.4,住,,,1120411.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.73,3.0,2.0,2.0,有,無,14150000.0,116719.0,坡道平面,37.35,1500000.0,,RPPTMLPKMHIGFCJ88CB,豐韻,B3棟04號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉明湖路,33.92,住,,,1120411.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,150.86,3.0,2.0,2.0,有,無,15900000.0,126861.0,坡道平面,37.35,1500000.0,,RPQTMLPKMHIGFCJ98CB,豐韻,B5棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮至善路至善段40.41.42.43地號,18.97,住,,,1120402.0,土地4建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.15,2.0,2.0,2.0,有,無,11000000.0,93211.0,坡道平面,36.84,1650000.0,,RPRTMLPKMHIGFCJ09CB,至善高第,B1-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家一路,43.73,住,,,1120407.0,土地1建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,211.78,0.0,0.0,0.0,無,無,39340000.0,214340.0,坡道平面,39.67,2450000.0,交易總價含下列非屬預售屋價格之費用:毛胚屋；,RPPNMLPKMHIGFBJ18CB,浩瀚 豐邑之森,Ａ棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮田新路福田段373地號,11.75,商,,,1120321.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.42,2.0,2.0,1.0,有,無,10680000.0,99880.0,坡道平面,29.51,1500000.0,,RPQNMLPKMHIGFBJ28CB,市政御璽,C棟3-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮田新路福田段373地號,16.98,商,,,1120321.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.81,3.0,2.0,2.0,有,無,15180000.0,101890.0,坡道平面,29.51,1700000.0,,RPRNMLPKMHIGFBJ38CB,市政御璽,C棟5-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮田新路福田段373地號,17.5,商,,,1120321.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.89,3.0,2.0,2.0,有,無,15020000.0,99866.0,坡道平面,29.51,1600000.0,,RPSNMLPKMHIGFBJ48CB,市政御璽,B棟3-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉德興段347、350地號,49.75,住,,,1120409.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,139.91,3.0,2.0,2.0,有,無,9550000.0,68258.0,,0.0,0.0,,RPPNMLRKMHIGFDJ58CB,陽光HOLA,1棟4D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山路一段與達生路交叉路口,19.72,商,,,1120409.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.02,3.0,2.0,2.0,有,無,12330000.0,90387.0,坡道平面,40.01,850000.0,,RPQNMLRKMHIGFDJ68CB,明玥,B1棟03F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1120406.0,土地1建物1車位1,二層,11.0,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,140.03,3.0,2.0,2.0,有,無,8800000.0,68282.0,坡道平面,22.43,770000.0,,RPTNMLSKMHIGFDJ09CB,弘峻理享城,C3-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1120410.0,土地1建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,140.03,3.0,2.0,2.0,有,無,8820000.0,68452.0,坡道平面,22.43,770000.0,,RPUNMLSKMHIGFDJ56CB,弘峻理享城,C3-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,31.85,,一般農業區,甲種建築用地,1120326.0,土地1建物1車位1,二層,11.0,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,147.55,3.0,2.0,2.0,有,無,9080000.0,67281.0,坡道平面,23.74,750000.0,,RPVNMLSKMHIGFDJ66CB,弘峻理享城,D2-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山路一段與達生路交叉路口,19.72,商,,,1120401.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.02,3.0,2.0,2.0,有,無,12610000.0,91016.0,坡道平面,40.01,1050000.0,,RPWNMLSKMHIGFDJ76CB,明玥,B1棟04F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山路一段與達生路交叉路口,19.72,商,,,1120330.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,207.03,3.0,2.0,2.0,有,無,14000000.0,96449.0,坡道平面,80.02,1750000.0,,RPXNMLSKMHIGFDJ86CB,明玥,B1棟14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街,19.88,住,,,1120327.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.52,2.0,2.0,1.0,有,無,13820000.0,139202.0,坡道平面,29.53,1850000.0,,RPPNMLSKMHIGFBJ48CB,佳鋐華興?,C2棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街,19.88,住,,,1120327.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.52,2.0,2.0,1.0,有,無,14800000.0,151180.0,坡道平面,29.53,1800000.0,,RPQNMLSKMHIGFBJ58CB,佳鋐華興?,C2棟13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街,22.47,住,,,1120327.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.57,3.0,2.0,1.0,有,無,15000000.0,135039.0,坡道平面,28.45,1750000.0,,RPRNMLSKMHIGFBJ68CB,佳鋐華興?,C3棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,30.59,住,,,1120415.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.84,3.0,2.0,2.0,有,無,22650000.0,177067.0,坡道平面,33.5,2050000.0,,RPSNMLSKMHIGFBJ78CB,一森峰,B3棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,32.7,住,,,1120416.0,土地1建物1車位1,七層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.43,3.0,2.0,2.0,有,無,24220000.0,177459.0,坡道平面,33.5,2050000.0,,RPTNMLSKMHIGFBJ88CB,一森峰,C1棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮敦睦街2巷,36.98,住,,,1120412.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.24,3.0,2.0,2.0,有,無,11750000.0,97995.0,升降機械,4.01,850000.0,,RPPNMLSKMHIGFCJ58CB,弘揚睦,A棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,16.1,商,,,1120322.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.09,2.0,2.0,2.0,有,無,11850000.0,88252.0,坡道平面,30.28,1100000.0,,RPQNMLSKMHIGFCJ68CB,富廣和合,A棟5F-3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,16.1,商,,,1120322.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.09,2.0,2.0,2.0,有,無,12950000.0,95641.0,坡道平面,30.28,1300000.0,,RPRNMLSKMHIGFCJ78CB,富廣和合,E棟13F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,16.1,商,,,1120324.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.09,2.0,2.0,2.0,有,無,12350000.0,91126.0,坡道平面,30.28,1250000.0,,RPSNMLSKMHIGFCJ88CB,富廣和合,E棟8F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,19.37,商,,,1120324.0,土地1建物1車位2,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,206.79,3.0,2.0,2.0,有,無,16050000.0,92662.0,坡道平面,60.56,2500000.0,,RPTNMLSKMHIGFCJ98CB,富廣和合,D棟12F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,16.27,其他,,,1120417.0,土地2建物1車位1,七層,14.0,辦公商業大樓,見其他登記事項,鋼筋混凝土造,,114.04,2.0,1.0,1.0,有,無,10590000.0,116576.0,坡道平面,33.32,1180000.0,,RPPNMLTKMHIGFCJ68CB,星都?C區,5B棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
