鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,二崙鄉,房地(土地+建物),雲林縣二崙鄉中正路64巷9號旁,102.33,住,Unnamed: 5,Unnamed: 6,1120511,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,204.6,4,2,5,有,無,12200000,59629,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCP68CB,寬庭恆美,A棟15號,Unnamed: 30,來源資料夾,斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.38,商,1120813,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),163.82,1,12460000,86393,坡道平面,35.8,1400000,RPQNMLNKQHIGFAP98CB,品風華,4FE棟3號,古坑鄉,雲林縣古坑鄉廣濟路,132.99,Unnamed: 4,鄉村區,乙種建築用地,1121111,土地4建物1車位0,171.18,4.1,10350000,60463,古坑鄉高林北段564地號，本筆土地為提供道路使用附贈與予買方。,RPPNMLLKJIIGFAP18DB,荷翠,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮興隆街,38.57,住,,,1120715.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,95.67,2.0,1.0,2.0,有,無,7550000.0,79231.0,一樓平面,13.0,1000000.0,,RPQNMLPKQHIGFDP96DB,理想家,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮興隆街,41.66,住,,,1120715.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,102.29,2.0,1.0,2.0,有,無,8080000.0,79292.0,一樓平面,13.0,1000000.0,,RPRNMLPKQHIGFDP07DB,理想家,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮興隆街,35.06,住,,,1120810.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,88.16,2.0,1.0,2.0,有,無,6940000.0,77701.0,一樓平面,13.0,1100000.0,,RPSNMLPKQHIGFDP17DB,理想家,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮興隆街,41.66,住,,,1120711.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,102.29,2.0,1.0,2.0,有,無,7920000.0,77500.0,一樓平面,13.0,1000000.0,,RPTNMLPKQHIGFDP27DB,理想家,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麥寮鄉,房地(土地+建物)+車位,雲林縣麥寮鄉橋頭村橋頭門牌尚未申請,24.01,,鄉村區,乙種建築用地,1120728.0,土地3建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.04,2.0,2.0,1.0,有,無,5790000.0,61065.0,坡道平面,29.78,950000.0,,RPPNMLQKQHIGFFP07CB,一品苑,B棟3a號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麥寮鄉,房地(土地+建物)+車位,雲林縣麥寮鄉橋頭村橋頭門牌尚未申請,24.01,,鄉村區,乙種建築用地,1120802.0,土地3建物1車位1,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.76,2.0,2.0,1.0,有,無,5540000.0,58861.0,坡道平面,29.78,950000.0,,RPQNMLQKQHIGFFP17CB,一品苑,B棟3a號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麥寮鄉,房地(土地+建物)+車位,雲林縣麥寮鄉橋頭村橋頭門牌尚未申請,24.01,,鄉村區,乙種建築用地,1120808.0,土地3建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.59,2.0,2.0,1.0,有,無,5540000.0,60546.0,坡道平面,29.78,950000.0,,RPRNMLQKQHIGFFP27CB,一品苑,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮文昌路,17.93,商,,,1120721.0,土地9建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.81,2.0,2.0,1.0,有,無,5500000.0,63357.0,,0.0,0.0,,RPPNMLQKQHIGFBP66CB,君悅II,04F-E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,24.53,商,,,1120721.0,土地9建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.3,3.0,2.0,2.0,有,無,10000000.0,73115.0,坡道平面,30.31,1300000.0,,RPQNMLQKQHIGFBP76CB,君悅II,13F-B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,16.69,商,,,1120721.0,土地9建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.62,2.0,2.0,1.0,有,無,6880000.0,68626.0,坡道平面,30.31,1300000.0,,RPRNMLQKQHIGFBP86CB,君悅II,08F-H號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120720.0,土地9建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.6,2.0,2.0,1.0,有,無,7500000.0,71028.0,坡道平面,30.31,1300000.0,,RPSNMLQKQHIGFBP96CB,君悅II,06F-C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120721.0,土地9建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,9180000.0,68486.0,坡道平面,30.31,1300000.0,,RPTNMLQKQHIGFBP07CB,君悅II,08F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市榴?六街,82.24,,工業區,丁種建築用地,1120807.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,182.66,4.0,1.0,4.0,有,無,9800000.0,53652.0,,0.0,0.0,,RPPNMLQKQHIGFAP56CB,幸福人生2022,A3棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市榴?十二街,98.02,,工業區,丁種建築用地,1120805.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,154.32,4.0,1.0,4.0,有,無,9900000.0,64152.0,,0.0,0.0,,RPQNMLQKQHIGFAP66CB,幸福人生2022,E3棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮永興南二街,15.03,住,,,1120718.0,土地1建物1車位0,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.59,1.0,1.0,1.0,有,無,3210000.0,51286.0,,0.0,0.0,,RPQNMLQKQHIGFDP96CB,禾楓君悅-菁英會館二期,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市正義街與正義一街街口,27.85,住,,,1120807.0,土地1建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.02,3.0,2.0,2.0,有,無,11680000.0,80409.0,坡道平面,24.93,1300000.0,,RPPNMLRKQHIGFAP66CB,勝麗進行曲-禧悅區,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,24.53,商,,,1120722.0,土地9建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.3,3.0,2.0,2.0,有,無,8950000.0,63451.0,坡道平面,30.31,1400000.0,,RPPNMLRKQHIGFBP76CB,君悅II,05F-B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,16.69,商,,,1120724.0,土地9建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.62,2.0,2.0,1.0,有,無,7050000.0,70717.0,坡道平面,30.31,1300000.0,,RPQNMLRKQHIGFBP86CB,君悅II,09F-H號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120722.0,土地9建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.12,2.0,2.0,1.0,有,無,7580000.0,72342.0,坡道平面,30.31,1300000.0,,RPRNMLRKQHIGFBP96CB,君悅II,08F-D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120722.0,土地9建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.12,2.0,2.0,1.0,有,無,7530000.0,71190.0,坡道平面,30.31,1350000.0,,RPSNMLRKQHIGFBP07CB,君悅II,08F-E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,24.53,商,,,1120722.0,土地9建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.3,3.0,2.0,2.0,有,無,8990000.0,63787.0,坡道平面,30.31,1400000.0,,RPTNMLRKQHIGFBP17CB,君悅II,02F-B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120722.0,土地9建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.12,2.0,2.0,1.0,有,無,7370000.0,68771.0,坡道平面,30.31,1400000.0,,RPUNMLRKQHIGFBP27CB,君悅II,06F-D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120722.0,土地9建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.12,2.0,2.0,1.0,有,無,7170000.0,67619.0,坡道平面,30.31,1300000.0,,RPVNMLRKQHIGFBP37CB,君悅II,07F-D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,16.69,商,,,1120724.0,土地9建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.62,2.0,2.0,1.0,有,無,7250000.0,73177.0,坡道平面,30.31,1300000.0,,RPWNMLRKQHIGFBP47CB,君悅II,11F-H號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,24.53,商,,,1120731.0,土地9建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.3,3.0,2.0,2.0,有,無,8800000.0,63031.0,坡道平面,30.31,1300000.0,,RPXNMLRKQHIGFBP57CB,君悅II,04F-B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120722.0,土地9建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,8880000.0,66313.0,坡道平面,30.31,1250000.0,,RPOOMLRKQHIGFBP76CB,君悅II,07F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,16.28,商,,,1120722.0,土地9建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.73,2.0,2.0,1.0,有,無,7130000.0,73407.0,坡道平面,30.31,1300000.0,,RPPOMLRKQHIGFBP86CB,君悅II,09F-G號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120722.0,土地9建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,8550000.0,62141.0,坡道平面,30.31,1400000.0,,RPQOMLRKQHIGFBP96CB,君悅II,03F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120722.0,土地9建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,9500000.0,71267.0,坡道平面,30.31,1300000.0,,RPROMLRKQHIGFBP07CB,君悅II,10F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120725.0,土地9建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,8500000.0,62576.0,坡道平面,30.31,1300000.0,,RPSOMLRKQHIGFBP17CB,君悅II,02F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120728.0,土地9建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,8860000.0,65270.0,坡道平面,30.31,1350000.0,,RPTOMLRKQHIGFBP27CB,君悅II,06F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120728.0,土地9建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.6,2.0,2.0,1.0,有,無,7180000.0,67362.0,坡道平面,30.31,1300000.0,,RPUOMLRKQHIGFBP37CB,君悅II,04F-C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120729.0,土地9建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.6,2.0,2.0,1.0,有,無,7220000.0,68393.0,坡道平面,30.31,1250000.0,,RPVOMLRKQHIGFBP47CB,君悅II,05F-C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東一街,118.0,住,,,1120722.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,162.88,4.0,2.0,4.0,有,無,12700000.0,77972.0,,0.0,0.0,,RPPNMLSKQHIGFDP07CB,禾楓君悅-大學8期,D棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東6路,94.02,住,,,1120722.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,159.53,4.0,2.0,4.0,有,無,11380000.0,71335.0,,0.0,0.0,,RPQNMLSKQHIGFDP17CB,禾楓君悅-大學9期,B棟20號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北港鎮,房地(土地+建物)+車位,雲林縣北港鎮新學二街,136.75,住,,,1120722.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.65,4.0,2.0,4.0,有,無,13280000.0,65532.0,其他,0.0,0.0,,RPPNMLSKQHIGFEP17CB,老莊,B棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,101.94,住,,,1120731.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,211.07,4.0,3.0,5.0,有,無,18160000.0,86038.0,,0.0,0.0,,RPPNMLTKQHIGFCP07CB,帝之苑六期,C棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,111.14,住,,,1120727.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,216.27,4.0,3.0,5.0,有,無,18990000.0,87807.0,,0.0,0.0,,RPQNMLTKQHIGFCP17CB,帝之苑六期,A棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮延平路二段,34.09,,特定農業區,甲種建築用地,1120731.0,土地1建物1車位0,三層,6.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,104.79,3.0,1.0,2.0,有,無,6700000.0,63937.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPPNMLLLQHIGFBP88CB,他里霧,A棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮延平路二段,34.09,,特定農業區,甲種建築用地,1120728.0,土地1建物1車位0,六層,6.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,104.79,2.0,1.0,2.0,有,無,6700000.0,63937.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPQNMLLLQHIGFBP98CB,他里霧,A棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麥寮鄉,房地(土地+建物),雲林縣麥寮鄉興華村山寮路門牌尚未申請,111.68,,鄉村區,乙種建築用地,1120801.0,土地7建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.53,5.0,1.0,5.0,有,無,9300000.0,50127.0,,0.0,0.0,,RPPNMLLLQHIGFFP66CB,山寮888社區,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮光華路與光和路交叉口,53.88,住,,,1120729.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.15,3.0,2.0,1.0,有,無,8800000.0,66094.0,一樓平面,23.38,950000.0,,RPPNMLOLQHIGFBP56CB,斗南首璽,C棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮高南段60地號,14.48,住,,,1120806.0,土地1建物1車位0,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.15,1.0,1.0,1.0,有,無,3790000.0,75573.0,,0.0,0.0,,RPPNMLOLQHIGFDP76CB,沐晴3期,803號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東一街,86.88,住,,,1120730.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,173.2,5.0,2.0,4.0,有,無,14200000.0,81986.0,,0.0,0.0,,RPPNMLPLQHIGFDP86CB,禾楓君悅-大學8期,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北港鎮,房地(土地+建物)+車位,雲林縣北港鎮聖母七路,151.77,住,,,1120805.0,土地1建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,296.33,5.0,2.0,5.0,有,無,16880000.0,56964.0,一樓平面,35.04,0.0,,RPQNMLPLQHIGFEP07CB,老莊,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北港鎮,房地(土地+建物)+車位,雲林縣北港鎮聖母五路,151.76,住,,,1120806.0,土地1建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,296.72,5.0,2.0,5.0,有,無,16880000.0,56889.0,一樓平面,35.04,0.0,,RPRNMLPLQHIGFEP17CB,老莊,C棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土庫鎮,房地(土地+建物),雲林縣土庫鎮中興路323對面,201.0,住,,,1120808.0,土地1建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,403.6,7.0,2.0,7.0,有,無,23800000.0,58969.0,,0.0,0.0,,RPRNMLPLQHIGFDP17DB,築美2期,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮建國三路,30.16,住,,,1120805.0,土地2建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.87,3.0,1.0,2.0,有,無,7090000.0,72279.0,一樓平面,13.38,1200000.0,,RPPNMLPLQHIGFBP76DB,一暘文心,6E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,16.28,商,,,1120804.0,土地9建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.73,2.0,2.0,1.0,有,無,7160000.0,73155.0,坡道平面,30.31,1350000.0,,RPPNMLQLQHIGFBP76CB,君悅II,08F-G號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,17.93,商,,,1120804.0,土地9建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.12,2.0,2.0,1.0,有,無,6650000.0,61629.0,坡道平面,30.31,1300000.0,,RPQNMLQLQHIGFBP86CB,君悅II,02F-D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮文昌路,23.7,商,,,1120805.0,土地9建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.37,3.0,2.0,2.0,有,無,9350000.0,69963.0,坡道平面,30.31,1300000.0,,RPRNMLQLQHIGFBP96CB,君悅II,09F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮永興南二街,11.79,住,,,1120731.0,土地1建物1車位0,九層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,49.61,1.0,1.0,1.0,有,無,2300000.0,46362.0,,0.0,0.0,,RPUNMLTLQHIGFDP77CB,禾楓君悅-菁英會館二期,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
