鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.75,Unnamed: 4,特定農業區,甲種建築用地,1120513,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,139.36,4,2,5,有,無,9080000,65155,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLQKNHIGFAG97CB,鳳凰愛買第7期,Unnamed: 29,Unnamed: 30,來源資料夾,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,1120813,土地1建物1車位1,四層,華廈(10層含以下有電梯),131.93,2.1,7450000,56469,一樓平面,RPRNMLOKQHIGFAG28CB,上好居
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香南路,50.78,住,,,1120624.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.7,2.0,2.0,1.0,有,無,7790000.0,64160.0,一樓平面,21.0,880000.0,,RPPPMLKKPHIGFAG77CB,掬月3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香南路,55.8,住,,,1120703.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,132.09,3.0,2.0,2.0,有,無,8660000.0,66588.0,一樓平面,13.75,780000.0,,RPRPMLKKPHIGFAG97CB,掬月3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香南路,50.78,住,,,1120625.0,土地2建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.45,2.0,2.0,1.0,有,無,7480000.0,63324.0,一樓平面,13.75,660000.0,,RPSPMLKKPHIGFAG08CB,掬月3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮大坑路198號旁,25.42,住,,,1120628.0,土地7建物1車位1,十層,11.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,,140.82,1.0,1.0,1.0,有,無,13390000.0,134873.0,坡道平面,51.18,1300000.0,部分汽車停車位為共同使用，車位隨到隨停。,RPQNMLKKPHIGFBG87DB,滿山行,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮大坑路198號旁,18.99,住,,,1120628.0,土地7建物1車位1,三層,11.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,,118.13,1.0,1.0,1.0,有,無,9770000.0,126512.0,一樓平面,51.18,1300000.0,部分汽車停車位為共同使用，車位隨到隨停。,RPRNMLKKPHIGFBG97DB,滿山行,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頭濱路三段249號旁,52.2,住,,,1120706.0,土地3建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.16,3.0,2.0,2.0,有,無,7200000.0,68467.0,,0.0,0.0,,RPSNMLKKPHIGFBG08DB,頭城第一景,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮大坑路198號旁,59.97,住,,,1120628.0,土地7建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,262.67,0.0,0.0,2.0,有,無,27720000.0,124923.0,一樓平面,51.18,1300000.0,部分汽車停車位為共同使用，車位隨到隨停。毛胚屋；,RPTNMLKKPHIGFBG18DB,滿山行,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉白雲五路,43.24,,鄉村區,乙種建築用地,1120614.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.91,2.0,2.0,1.0,有,無,6900000.0,67707.0,一樓平面,13.75,0.0,,RPQNMLLKPHIGFBG97DB,雲祥,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,16.37,住,,,1120710.0,土地1建物1車位0,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.01,1.0,1.0,1.0,有,無,3240000.0,54906.0,,0.0,0.0,,RPPNMLLKPHIGFAG67CB,The Aries 牡羊座,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉太和路75巷,110.97,,特定農業區,甲種建築用地,1120705.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.01,4.0,2.0,5.0,有,無,9010000.0,52381.0,,0.0,0.0,,RPRNMLLKPHIGFAG87CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉太和路75巷,79.83,,特定農業區,甲種建築用地,1120702.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,152.18,4.0,2.0,5.0,有,無,8680000.0,57038.0,,0.0,0.0,,RPSNMLLKPHIGFAG97CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉八仙二路,41.13,,特定農業區,甲種建築用地,1120619.0,土地1建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.12,2.0,2.0,2.0,有,無,6700000.0,71454.0,一樓平面,13.75,600000.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPUNMLLKPHIGFAG18CB,純享-享家,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,36.69,,特定農業區,甲種建築用地,1120705.0,土地1建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.19,2.0,2.0,1.0,有,無,5180000.0,54417.0,一樓平面,0.0,0.0,,RPVNMLLKPHIGFAG28CB,上好居,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉福德路,42.53,農,,,1120702.0,土地1建物1車位1,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.59,3.0,2.0,2.0,有,無,8770000.0,79482.0,一樓平面,13.17,550000.0,,RPWNMLLKPHIGFAG38CB,朗朗居NO.2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,33.83,農,,,1120701.0,土地1建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.27,2.0,2.0,2.0,有,無,6490000.0,78887.0,,0.0,0.0,,RPXNMLLKPHIGFAG48CB,朗朗居NO.2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉福德路,42.89,農,,,1120702.0,土地1建物1車位1,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.45,3.0,2.0,2.0,有,無,8980000.0,80840.0,一樓平面,13.17,550000.0,,RPPOMLLKPHIGFAG77CB,朗朗居NO.2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明三路,115.0,農,,,1120620.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.26,4.0,2.0,4.0,有,無,14338500.0,78241.0,,0.0,0.0,宜蘭市振興段1514、1514-1、1514-2、1514-4地號土地，為本社區私設道路，面積為675.3平方公尺204.2坪，應有權利範圍為7292/10000。由本社區12戶各持分1/12。,RPPNMLLKPHIGFBG77CB,向信沁然,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明三路,146.65,農,,,1120703.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,210.49,3.0,2.0,3.0,有,無,16500000.0,78389.0,,0.0,0.0,宜蘭市振興段1514、1514-1、1514-2、1514-4地號土地，為本社區私設道路，面積為675.3平方公尺204.2坪，應有權利範圍為7292/10000。由本社區12戶各持分1/12。,RPQNMLLKPHIGFBG87CB,向信沁然,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明二路276巷,134.14,農,,,1120708.0,土地6建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,178.34,4.0,2.0,4.0,有,無,14700000.0,82427.0,,0.0,0.0,,RPRNMLLKPHIGFBG97CB,吉祥郡No.8,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明三路,122.59,農,,,1120710.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.26,4.0,2.0,4.0,有,無,15700000.0,85671.0,,0.0,0.0,宜蘭市振興段1514、1514-1、1514-2、1514-4地號土地，為本社區私設道路，面積為675.3平方公尺204.2坪，應有權利範圍為7292/10000。由本社區12戶各持分1/12。,RPSNMLLKPHIGFBG08CB,向信沁然,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物),宜蘭縣頭城鎮復興路18巷,41.92,住,,,1120620.0,土地5建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.51,3.0,2.0,2.0,有,無,7980000.0,63581.0,,0.0,0.0,,RPTNMLLKPHIGFBG18CB,閱蒔光,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市進士路,154.85,農,,,1120623.0,土地6建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,250.58,3.0,2.0,4.0,有,無,21000000.0,83806.0,一樓平面,13.7,0.0,總價含電梯,RPOOMLLKPHIGFBG77CB,瑞安錦田,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市進士路,120.49,農,,,1120625.0,土地6建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,218.19,3.0,2.0,4.0,有,無,18880000.0,86530.0,一樓平面,13.7,0.0,總價含電梯,RPPOMLLKPHIGFBG87CB,瑞安錦田,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉太和路75巷,96.11,,特定農業區,甲種建築用地,1120708.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.01,4.0,2.0,5.0,有,無,8580000.0,49881.0,,0.0,0.0,,RPPNMLMKPHIGFAG77CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮和平路旁,25.47,商,,,1120709.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.76,2.0,2.0,2.0,有,無,4380000.0,53571.0,,0.0,0.0,,RPQNMLMKPHIGFAG87CB,靚圓滿,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮和平路旁,25.95,商,,,1120710.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.02,2.0,2.0,1.0,有,無,4290000.0,50459.0,,0.0,0.0,,RPRNMLMKPHIGFAG97CB,靚圓滿,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮愛國路,25.5,住,,,1120621.0,土地2建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.07,2.0,2.0,2.0,有,無,10600000.0,99923.0,坡道平面,32.0,1500000.0,,RPSNMLMKPHIGFAG08CB,曜昇日日昇,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮愛國路,34.42,住,,,1120703.0,土地2建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.92,3.0,2.0,2.0,有,無,12930000.0,92987.0,坡道平面,32.0,1500000.0,,RPTNMLMKPHIGFAG18CB,曜昇日日昇,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮愛國路,26.84,住,,,1120712.0,土地2建物1車位1,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.8,2.0,2.0,2.0,有,無,10300000.0,91858.0,坡道平面,32.0,1500000.0,,RPUNMLMKPHIGFAG28CB,曜昇日日昇,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉大興路107巷,34.56,農,,,1120710.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.54,2.0,2.0,1.0,有,無,8070000.0,95458.0,,0.0,0.0,,RPPNMLNKPHIGFAG87CB,築松暖香生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永和路36巷,27.32,,特定農業區,甲種建築用地,1120627.0,土地2建物1車位1,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.74,1.0,2.0,2.0,有,無,5300000.0,87257.0,一樓平面,0.0,600000.0,不動產交易總價含2萬農業用地價格,RPQNMLNKPHIGFAG97CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲二路,146.2,,特定農業區,甲種建築用地,1120614.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,275.75,4.0,2.0,5.0,有,無,14000000.0,50771.0,,0.0,0.0,,RPVNMLNKPHIGFAG48CB,香榭麗舍NO.7,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉大眾三路270巷,68.34,,特定農業區,農牧用地,1120709.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,69.95,2.0,2.0,1.0,有,無,4380000.0,62616.0,,0.0,0.0,農地合約價款為4萬3仟元,RPWNMLNKPHIGFAG58CB,院里來聚心,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉太和路75巷,106.38,,特定農業區,甲種建築用地,1120702.0,土地2建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,173.94,4.0,2.0,5.0,有,無,9380000.0,53927.0,一樓平面,0.0,0.0,,RPXNMLNKPHIGFAG68CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,29.99,,特定農業區,甲種建築用地,1120619.0,土地2建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.75,2.0,2.0,2.0,有,無,4600000.0,62373.0,,0.0,0.0,,RPPNMLNKPHIGFBG97CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市進士路,127.81,農,,,1120712.0,土地6建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,218.19,3.0,2.0,4.0,有,無,19000000.0,87080.0,一樓平面,13.7,0.0,總價含電梯,RPRNMLNKPHIGFBG18CB,瑞安錦田,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段197巷,35.74,住,,,1120703.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.0,2.0,2.0,2.0,有,無,10000000.0,89957.0,坡道平面,33.62,1150000.0,,RPTNMLNKPHIGFBG38CB,歡喜家園no.23,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市進士路,132.78,農,,,1120616.0,土地6建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,218.19,3.0,2.0,4.0,有,無,19400000.0,88913.0,一樓平面,13.7,0.0,總價含電梯,RPWNMLNKPHIGFBG68CB,瑞安錦田,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頭濱路三段249號旁,37.55,住,,,1120527.0,土地3建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.39,2.0,2.0,2.0,有,無,5700000.0,70904.0,,0.0,0.0,,RPPNMLNKPHIGFBG08DB,頭城第一景,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市宜科一路279巷,93.92,住,,,1120629.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,191.42,4.0,2.0,5.0,有,無,18000000.0,94034.0,,0.0,0.0,,RPPNMLOKPHIGFBG08CB,公園自在No2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市泰山路,52.87,住,,,1120703.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.54,3.0,2.0,2.0,有,無,9260000.0,75567.0,,0.0,0.0,,RPRNMLOKPHIGFBG28CB,京采宜蘭3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,41.01,,特定農業區,甲種建築用地,1120625.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.03,3.0,2.0,2.0,有,無,6000000.0,61206.0,,0.0,0.0,,RPSNMLOKPHIGFBG38CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,29.99,,特定農業區,甲種建築用地,1120624.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.75,2.0,2.0,2.0,有,無,4610000.0,62508.0,,0.0,0.0,,RPTNMLOKPHIGFBG48CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮中山路一段,32.08,,特定農業區,甲種建築用地,1120713.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.79,1.0,2.0,2.0,有,無,9530000.0,104566.0,坡道平面,21.98,1080000.0,,RPPNMLOKPHIGFAG97CB,築水漫步生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮南宜二路,44.89,住,,,1120707.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.12,3.0,2.0,2.0,有,無,9250000.0,76371.0,一樓平面,15.7,0.0,,RPQNMLOKPHIGFAG08CB,好徠居3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮南宜二路,44.78,住,,,1120621.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.87,3.0,2.0,2.0,有,無,9500000.0,78597.0,一樓平面,15.7,0.0,,RPRNMLOKPHIGFAG18CB,好徠居3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊段80地號,14.95,住,,,1120619.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.33,1.0,1.0,1.0,有,無,4580000.0,90999.0,一樓平面,15.22,0.0,,RPUNMLOKPHIGFAG48CB,好徠居3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊段80地號,32.77,住,,,1120627.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.67,2.0,2.0,1.0,有,無,7650000.0,82551.0,一樓平面,15.7,0.0,,RPVNMLOKPHIGFAG58CB,好徠居3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊段80地號,14.45,住,,,1120626.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.14,1.0,1.0,1.0,有,無,4300000.0,87505.0,一樓平面,15.21,0.0,,RPWNMLOKPHIGFAG68CB,好徠居3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段2巷,40.69,,鄉村區,乙種建築用地,1120623.0,土地3建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.33,2.0,2.0,1.0,有,無,5680000.0,57183.0,,0.0,0.0,,RPPNMLPKPHIGFAG08CB,米諾嚴選,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段2巷,40.69,,鄉村區,乙種建築用地,1120705.0,土地3建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.33,2.0,2.0,1.0,有,無,5830000.0,58693.0,,0.0,0.0,,RPQNMLPKPHIGFAG18CB,米諾嚴選,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永安路,37.23,,特定農業區,甲種建築用地,1120624.0,土地1建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.54,2.0,1.0,1.0,有,無,6820000.0,62001.0,一樓平面,16.67,1000000.0,,RPPNMLRKPHIGFAG28CB,永悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路,37.91,,特定農業區,甲種建築用地,1120628.0,土地1建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.23,2.0,1.0,1.0,有,無,6010000.0,68898.0,,0.0,0.0,,RPQNMLRKPHIGFAG38CB,永悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路,37.91,,特定農業區,甲種建築用地,1120628.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.23,2.0,1.0,1.0,有,無,6230000.0,71420.0,,0.0,0.0,,RPRNMLRKPHIGFAG48CB,永悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮蘇南路,17.19,住,,,1120716.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,44.61,1.0,1.0,1.0,有,無,2830000.0,63439.0,,0.0,0.0,,RPPNMLRKPHIGFAG38DB,晉讚賈天下,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉五結路三段68巷,55.76,農,,,1120702.0,土地4建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.56,2.0,2.0,1.0,有,無,6980000.0,82545.0,,0.0,0.0,總價含農地價格28萬元整,RPPNMLSKPHIGFAG38CB,丰野?哲隱三期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉五結路三段68巷,55.76,農,,,1120703.0,土地4建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.56,2.0,2.0,1.0,有,無,7080000.0,83728.0,,0.0,0.0,總價含農地價格28萬元整,RPQNMLSKPHIGFAG48CB,丰野?哲隱三期,,,112_03,,,,,,,,,,,,,,,
